DEBUG: 3.143109 ; likelihood: -0.095607
DEBUG: 42.288055 ; likelihood: 83.881739
DEBUG: 278.590089 ; likelihood: 89.195205
DEBUG: 463.439865 ; likelihood: 94.368368
DEBUG: 463.081646 ; likelihood: 101.038594
DEBUG: 70.203093 ; likelihood: 106.548455
DEBUG: 42.114654 ; likelihood: 110.816747
DEBUG: 97.850243 ; likelihood: 112.426910
DEBUG: 17.147703 ; likelihood: 115.154034
DEBUG: 85.969233 ; likelihood: 120.623451
DEBUG: 318.471892 ; likelihood: 125.577984
DEBUG: 523.915056 ; likelihood: 130.539668
DEBUG: 874.975203 ; likelihood: 138.068084
DEBUG: 53.270641 ; likelihood: 140.920678
DEBUG: 10.238831 ; likelihood: 143.578464
DEBUG: 391.197887 ; likelihood: 150.097691
DEBUG: 220.179289 ; likelihood: 156.785943
DEBUG: 18.454863 ; likelihood: 158.671161
DEBUG: 159.428043 ; likelihood: 164.749593
DEBUG: 226.195807 ; likelihood: 169.333086
DEBUG: 329.756731 ; likelihood: 175.861265
DEBUG: 91.477895 ; likelihood: 181.287559
DEBUG: 276.790494 ; likelihood: 186.990147
DEBUG: 800.768974 ; likelihood: 194.034371
DEBUG: 68.225652 ; likelihood: 197.110037
DEBUG: 282.107029 ; likelihood: 204.333107
DEBUG: 235.323749 ; likelihood: 209.677678
DEBUG: 61.885419 ; likelihood: 213.734582
DEBUG: 149.716640 ; likelihood: 218.176953
DEBUG: 509.352397 ; likelihood: 224.079673
DEBUG: 48.178690 ; likelihood: 228.124863
DEBUG: 96.493870 ; likelihood: 233.144953
DEBUG: 260.220570 ; likelihood: 238.070860
DEBUG: 22.755906 ; likelihood: 239.447853
DEBUG: 100.259359 ; likelihood: 244.265917
DEBUG: 168.673996 ; likelihood: 247.137899
DEBUG: 206.384674 ; likelihood: 253.048420
DEBUG: 3.833223 ; likelihood: 253.254076
DEBUG: 160.552781 ; likelihood: 259.732244
DEBUG: 8.448052 ; likelihood: 262.178871
DEBUG: 69.306758 ; likelihood: 266.695333
DEBUG: 315.242166 ; likelihood: 273.224640
DEBUG: 91.746338 ; likelihood: 278.982084
DEBUG: 160.194474 ; likelihood: 284.511035
DEBUG: 120.971221 ; likelihood: 288.561205
DEBUG: 85.787221 ; likelihood: 292.887898
DEBUG: 17.689009 ; likelihood: 295.784677
DEBUG: 111.940891 ; likelihood: 300.802441
DEBUG: 12.602818 ; likelihood: 302.882031
DEBUG: 544.004435 ; likelihood: 308.504185
DEBUG: 46.468045 ; likelihood: 311.708408
DEBUG: 162.438483 ; likelihood: 317.160751
DEBUG: 65.981144 ; likelihood: 321.023880
DEBUG: 8.731552 ; likelihood: 323.483033
DEBUG: 161.858405 ; likelihood: 325.969368
DEBUG: 155.604451 ; likelihood: 331.347291
DEBUG: 384.840721 ; likelihood: 335.910449
DEBUG: 239.240908 ; likelihood: 339.390519
DEBUG: 49.332021 ; likelihood: 341.322778
DEBUG: 593.497475 ; likelihood: 347.594523
DEBUG: 167.440171 ; likelihood: 351.344898
DEBUG: 45.741226 ; likelihood: 355.027780
DEBUG: 472.517082 ; likelihood: 360.972911
DEBUG: 91.407043 ; likelihood: 366.401444
DEBUG: 5.809282 ; likelihood: 366.778034
DEBUG: 89.448976 ; likelihood: 369.789709
DEBUG: 236.565363 ; likelihood: 375.774778
DEBUG: 793.165277 ; likelihood: 383.192491
DEBUG: 93.604843 ; likelihood: 381.394889
DEBUG: 225.328752 ; likelihood: 387.365947
DEBUG: 17.953885 ; likelihood: 387.988717
DEBUG: 202.144988 ; likelihood: 394.040816
DEBUG: 90.634826 ; likelihood: 397.119843
DEBUG: 1.117968 ; likelihood: 396.887737
DEBUG: 99.346251 ; likelihood: 402.433267
DEBUG: 24.350138 ; likelihood: 406.274296
DEBUG: 37.872168 ; likelihood: 408.771777
DEBUG: 133.792237 ; likelihood: 409.379251
DEBUG: 416.135133 ; likelihood: 415.749725
DEBUG: 630.042200 ; likelihood: 422.847008
DEBUG: 882.323615 ; likelihood: 428.367991
DEBUG: 13.683269 ; likelihood: 430.923100
DEBUG: 14.657853 ; likelihood: 429.793077
DEBUG: 157.436023 ; likelihood: 434.140705
DEBUG: 5.860616 ; likelihood: -0.454841
DEBUG: 58.653579 ; likelihood: 1.333146
DEBUG: 55.218576 ; likelihood: 5.783635
DEBUG: 903.975865 ; likelihood: 12.282274
DEBUG: 0.319709 ; likelihood: 12.499230
DEBUG: 7.069894 ; likelihood: 13.595547
DEBUG: 574.683275 ; likelihood: 17.948588
DEBUG: 54.062727 ; likelihood: 19.007208
DEBUG: 125.933038 ; likelihood: 23.838603
DEBUG: 16.660650 ; likelihood: 25.308742
DEBUG: 119.451180 ; likelihood: 31.821969
DEBUG: 21.279032 ; likelihood: 34.077292
DEBUG: 68.446179 ; likelihood: 36.406509
DEBUG: 869.460711 ; likelihood: 42.156893
DEBUG: 43.177872 ; likelihood: 45.432219
DEBUG: 288.882478 ; likelihood: 49.509527
DEBUG: 202.146492 ; likelihood: 55.668594
DEBUG: 81.271711 ; likelihood: 60.427681
DEBUG: 289.186765 ; likelihood: 64.877830
DEBUG: 81.525854 ; likelihood: 69.445073
DEBUG: 66.084354 ; likelihood: 72.647283
DEBUG: 9.564817 ; likelihood: 73.008354
DEBUG: 141.253037 ; likelihood: 76.644822
DEBUG: 52.157453 ; likelihood: 81.198455
DEBUG: 494.242756 ; likelihood: 86.186620
DEBUG: 17.284188 ; likelihood: 87.795672
DEBUG: 71.758940 ; likelihood: 90.258221
DEBUG: 232.903951 ; likelihood: 95.331696
DEBUG: 84.233689 ; likelihood: 99.632197
DEBUG: 395.146214 ; likelihood: 105.101008
DEBUG: 10.383491 ; likelihood: 107.048701
DEBUG: 248.363755 ; likelihood: 112.481800
DEBUG: 123.367206 ; likelihood: 118.211655
DEBUG: 111.214088 ; likelihood: 120.519075
DEBUG: 46.949647 ; likelihood: 124.406740
DEBUG: 371.440899 ; likelihood: 129.683764
DEBUG: 773.251786 ; likelihood: 136.865838
DEBUG: 195.686462 ; likelihood: 141.451486
DEBUG: 13.440060 ; likelihood: 144.348273
DEBUG: 64.964298 ; likelihood: 149.445587
DEBUG: 1426.445440 ; likelihood: 155.678425
DEBUG: 45.938543 ; likelihood: 158.260814
DEBUG: 147.397793 ; likelihood: 163.677418
DEBUG: 337.302531 ; likelihood: 169.799912
DEBUG: 112.056426 ; likelihood: 174.283376
DEBUG: 52.565662 ; likelihood: 177.598158
DEBUG: 9.327385 ; likelihood: 180.398463
DEBUG: 2.370572 ; likelihood: 180.691536
DEBUG: 336.940219 ; likelihood: 185.751618
DEBUG: 179.513070 ; likelihood: 191.868693
DEBUG: 4.940469 ; likelihood: 192.426046
DEBUG: 98.325989 ; likelihood: 198.340827
DEBUG: 30.104753 ; likelihood: 202.492095
DEBUG: 113.960870 ; likelihood: 205.538063
DEBUG: 237.110649 ; likelihood: 210.928307
DEBUG: 22.609542 ; likelihood: 214.002670
DEBUG: 574.773630 ; likelihood: 219.149115
DEBUG: 494.218569 ; likelihood: 224.526373
DEBUG: 10.354998 ; likelihood: 226.810972
DEBUG: 24.769135 ; likelihood: 229.372931
DEBUG: 42.526777 ; likelihood: 232.045131
DEBUG: 414.637922 ; likelihood: 236.550809
DEBUG: 30.583005 ; likelihood: 240.525411
DEBUG: 243.059199 ; likelihood: 246.706359
DEBUG: 54.271679 ; likelihood: 248.856854
DEBUG: 375.740091 ; likelihood: 253.383208
DEBUG: 144.294300 ; likelihood: 256.233827
DEBUG: 53.292809 ; likelihood: 260.010662
DEBUG: 1177.882754 ; likelihood: 266.901495
DEBUG: 319.867327 ; likelihood: 272.611039
DEBUG: 45.602436 ; likelihood: 276.956724
DEBUG: 63.148221 ; likelihood: 278.521419
DEBUG: 18.942416 ; likelihood: 279.133203
DEBUG: 137.085768 ; likelihood: 281.955537
DEBUG: 300.367497 ; likelihood: 287.360941
DEBUG: 181.849834 ; likelihood: 293.256019
DEBUG: 410.548438 ; likelihood: 298.387354
DEBUG: 15.328954 ; likelihood: 302.089113
DEBUG: 43.549881 ; likelihood: 306.016994
DEBUG: 385.938729 ; likelihood: 311.167794
DEBUG: 442.663332 ; likelihood: 317.105479
DEBUG: 212.375887 ; likelihood: 321.346374
DEBUG: 286.439901 ; likelihood: 327.399485
DEBUG: 447.885465 ; likelihood: 333.634447
DEBUG: 101.952958 ; likelihood: 338.079041
DEBUG: 84.384362 ; likelihood: 342.173566
DEBUG: 118.298972 ; likelihood: 346.629595
DEBUG: 214.274573 ; likelihood: 351.501341
DEBUG: 231.383871 ; likelihood: 352.281635
DEBUG: 208.377142 ; likelihood: 356.650524
DEBUG: 187.020572 ; likelihood: 359.572456
DEBUG: 48.685806 ; likelihood: 362.596522
DEBUG: 139.176175 ; likelihood: 366.240126
DEBUG: 78.533959 ; likelihood: 370.501998
DEBUG: 649.072406 ; likelihood: 374.286704
DEBUG: 763.929458 ; likelihood: 381.291445
DEBUG: 251.655543 ; likelihood: 386.549570
DEBUG: 10.703845 ; likelihood: 388.001707
DEBUG: 90.297655 ; likelihood: 393.260285
DEBUG: 2.236168 ; likelihood: 394.105649
DEBUG: 151.627266 ; likelihood: 3.989215
DEBUG: 43.368626 ; likelihood: 8.328823
DEBUG: 434.185810 ; likelihood: 14.694024
DEBUG: 86.002711 ; likelihood: 18.562563
DEBUG: 351.699692 ; likelihood: 25.091522
DEBUG: 346.739648 ; likelihood: 29.826946
DEBUG: 775.659629 ; likelihood: 37.417050
DEBUG: 250.620205 ; likelihood: 42.217093
DEBUG: 45.250006 ; likelihood: 46.855581
DEBUG: 988.018842 ; likelihood: 51.400384
DEBUG: 848.615428 ; likelihood: 59.145785
DEBUG: 492.986649 ; likelihood: 65.271473
DEBUG: 161.532268 ; likelihood: 71.177846
DEBUG: 694.087120 ; likelihood: 78.122582
DEBUG: 385.062579 ; likelihood: 85.127140
DEBUG: 140.552387 ; likelihood: 88.707812
DEBUG: 71.017077 ; likelihood: 92.825262
DEBUG: 14.394360 ; likelihood: 92.698533
DEBUG: 97.359636 ; likelihood: 96.399834
DEBUG: 170.323434 ; likelihood: 98.818648
DEBUG: 56.294373 ; likelihood: 101.499903
DEBUG: 107.755876 ; likelihood: 104.358482
DEBUG: 41.705484 ; likelihood: 109.329812
DEBUG: 195.070362 ; likelihood: 113.622057
DEBUG: 515.394810 ; likelihood: 119.536697
DEBUG: 132.146675 ; likelihood: 124.994347
DEBUG: 151.481457 ; likelihood: 128.805655
DEBUG: 146.070391 ; likelihood: 134.693036
DEBUG: 43.121351 ; likelihood: 137.681006
DEBUG: 300.331455 ; likelihood: 144.381878
DEBUG: 95.506703 ; likelihood: 146.827419
DEBUG: 44.190229 ; likelihood: 150.402329
DEBUG: 301.654552 ; likelihood: 154.684724
DEBUG: 243.100422 ; likelihood: 155.492302
DEBUG: 206.339481 ; likelihood: 158.568392
DEBUG: 19.386651 ; likelihood: 161.863366
DEBUG: 101.735596 ; likelihood: 165.868237
DEBUG: 590.680737 ; likelihood: 171.820857
DEBUG: 124.469425 ; likelihood: 176.082329
DEBUG: 400.732396 ; likelihood: 180.839239
DEBUG: 750.971482 ; likelihood: 185.931403
DEBUG: 22.036404 ; likelihood: 188.332366
DEBUG: 154.230565 ; likelihood: 193.054952
DEBUG: 94.571655 ; likelihood: 197.538777
DEBUG: 556.582587 ; likelihood: 194.617574
DEBUG: 199.327703 ; likelihood: 198.402363
DEBUG: 30.920791 ; likelihood: 202.019433
DEBUG: 356.891343 ; likelihood: 208.392923
DEBUG: 625.728239 ; likelihood: 214.045118
DEBUG: 432.423677 ; likelihood: 219.651701
DEBUG: 160.192469 ; likelihood: 225.514244
DEBUG: 63.033286 ; likelihood: 230.114269
DEBUG: 93.225768 ; likelihood: 232.584670
DEBUG: 81.312081 ; likelihood: 237.143235
DEBUG: 206.195002 ; likelihood: 239.750703
DEBUG: 732.091233 ; likelihood: 245.981294
DEBUG: 76.489512 ; likelihood: 246.659736
DEBUG: 574.730897 ; likelihood: 253.230855
DEBUG: 200.335232 ; likelihood: 257.049999
DEBUG: 98.405900 ; likelihood: 261.062009
DEBUG: 58.198963 ; likelihood: 265.804552
DEBUG: 252.790966 ; likelihood: 270.374425
DEBUG: 210.383055 ; likelihood: 274.985746
DEBUG: 33.818559 ; likelihood: 278.064723
DEBUG: 350.379129 ; likelihood: 284.955186
DEBUG: 725.067812 ; likelihood: 290.103719
DEBUG: 450.384050 ; likelihood: 294.465325
DEBUG: 1.295964 ; likelihood: 292.782626
DEBUG: 83.616295 ; likelihood: 296.084666
DEBUG: 444.926890 ; likelihood: 302.762496
DEBUG: 106.684072 ; likelihood: 307.809469
DEBUG: 103.479177 ; likelihood: 312.360277
DEBUG: 402.495934 ; likelihood: 317.001549
DEBUG: 95.251025 ; likelihood: 320.664702
DEBUG: 143.990833 ; likelihood: 325.629647
DEBUG: 370.943765 ; likelihood: 331.550933
DEBUG: 172.742993 ; likelihood: 336.009298
DEBUG: 773.715929 ; likelihood: 339.726557
DEBUG: 379.803312 ; likelihood: 343.119156
DEBUG: 190.894405 ; likelihood: 348.059937
DEBUG: 3.819728 ; likelihood: 348.937550
DEBUG: 335.609103 ; likelihood: 355.369372
DEBUG: 252.184610 ; likelihood: 361.185640
DEBUG: 960.068165 ; likelihood: 368.912496
DEBUG: 3.413524 ; likelihood: 370.619262
DEBUG: 342.740879 ; likelihood: 375.629506
DEBUG: 214.843374 ; likelihood: 378.390449
DEBUG: 787.015029 ; likelihood: 384.255634
DEBUG: 90.506104 ; likelihood: 387.582452
DEBUG: 305.311676 ; likelihood: 393.569248
DEBUG: 576.943769 ; likelihood: 399.450200
DEBUG: 115.181642 ; likelihood: 403.479771
DEBUG: 495.353945 ; likelihood: 408.709483
DEBUG: 147.416776 ; likelihood: 413.695264
DEBUG: 126.160289 ; likelihood: 419.734356
DEBUG: 41.198537 ; likelihood: 422.794754
DEBUG: 144.327708 ; likelihood: 428.516735
DEBUG: 72.614461 ; likelihood: 429.988377
DEBUG: 244.397492 ; likelihood: 434.113962
DEBUG: 850.682325 ; likelihood: 440.850672
DEBUG: 6.664450 ; likelihood: 2.088708
DEBUG: 1083.146233 ; likelihood: 8.970033
DEBUG: 394.312507 ; likelihood: 15.963758
DEBUG: 819.114702 ; likelihood: 20.067701
DEBUG: 59.900631 ; likelihood: 24.211974
DEBUG: 427.488855 ; likelihood: 27.987868
DEBUG: 32.032169 ; likelihood: 29.724654
DEBUG: 175.481649 ; likelihood: 36.141260
DEBUG: 172.006864 ; likelihood: 42.222443
DEBUG: 242.680296 ; likelihood: 48.412025
DEBUG: 575.817584 ; likelihood: 55.087433
DEBUG: 83.684564 ; likelihood: 58.549186
DEBUG: 262.165704 ; likelihood: 63.801299
DEBUG: 124.879980 ; likelihood: 67.347914
DEBUG: 359.084059 ; likelihood: 72.349713
DEBUG: 544.755924 ; likelihood: 79.022881
DEBUG: 11.209882 ; likelihood: 82.095194
DEBUG: 118.157237 ; likelihood: 87.388944
DEBUG: 416.284942 ; likelihood: 92.440995
DEBUG: 576.669996 ; likelihood: 100.401460
DEBUG: 884.770868 ; likelihood: 107.332933
DEBUG: 25.087476 ; likelihood: 108.041238
DEBUG: 500.876356 ; likelihood: 114.097390
DEBUG: 12.837320 ; likelihood: 115.714731
DEBUG: 181.473254 ; likelihood: 120.953411
DEBUG: 56.199004 ; likelihood: 124.245325
DEBUG: 132.882657 ; likelihood: 128.652897
DEBUG: 317.340898 ; likelihood: 130.543242
DEBUG: 1015.484626 ; likelihood: 134.872624
DEBUG: 81.175092 ; likelihood: 139.508327
DEBUG: 140.684065 ; likelihood: 142.519932
DEBUG: 176.367915 ; likelihood: 147.185227
DEBUG: 1193.181440 ; likelihood: 154.889064
DEBUG: 82.504710 ; likelihood: 159.716803
DEBUG: 45.417178 ; likelihood: 161.735378
DEBUG: 394.107929 ; likelihood: 165.666418
DEBUG: 484.373946 ; likelihood: 172.536850
DEBUG: 58.979501 ; likelihood: 176.762626
DEBUG: 152.458759 ; likelihood: 180.525915
DEBUG: 3.009569 ; likelihood: 182.613505
DEBUG: 591.777880 ; likelihood: 187.507186
DEBUG: 99.281084 ; likelihood: 191.015621
DEBUG: 288.756573 ; likelihood: 191.953555
DEBUG: 97.182163 ; likelihood: 196.553610
DEBUG: 22.395381 ; likelihood: 199.491511
DEBUG: 118.573049 ; likelihood: 203.876994
DEBUG: 323.516342 ; likelihood: 210.279166
DEBUG: 767.056940 ; likelihood: 217.087441
DEBUG: 310.376790 ; likelihood: 221.386207
DEBUG: 170.121197 ; likelihood: 227.149480
DEBUG: 120.206256 ; likelihood: 230.673526
DEBUG: 909.787536 ; likelihood: 235.999581
DEBUG: 30.675984 ; likelihood: 237.719656
DEBUG: 583.828175 ; likelihood: 243.851996
DEBUG: 141.408802 ; likelihood: 249.638244
DEBUG: 172.259761 ; likelihood: 253.775414
DEBUG: 28.591898 ; likelihood: 257.569945
DEBUG: 237.216849 ; likelihood: 263.408218
DEBUG: 424.509568 ; likelihood: 270.279159
DEBUG: 138.152074 ; likelihood: 275.952866
DEBUG: 166.842387 ; likelihood: 281.441278
DEBUG: 122.903059 ; likelihood: 284.574221
DEBUG: 250.468770 ; likelihood: 289.123752
DEBUG: 528.356820 ; likelihood: 294.360096
DEBUG: 198.193600 ; likelihood: 298.756009
DEBUG: 41.780933 ; likelihood: 303.278280
DEBUG: 231.635093 ; likelihood: 306.601471
DEBUG: 25.595077 ; likelihood: 310.004020
DEBUG: 87.054714 ; likelihood: 315.843577
DEBUG: 71.663476 ; likelihood: 320.279092
DEBUG: 565.253323 ; likelihood: 326.839273
DEBUG: 1526.587471 ; likelihood: 335.572386
DEBUG: 185.364584 ; likelihood: 340.672430
DEBUG: 365.731869 ; likelihood: 345.542580
DEBUG: 175.815692 ; likelihood: 348.915878
DEBUG: 52.157625 ; likelihood: 353.969000
DEBUG: 665.466535 ; likelihood: 360.240328
DEBUG: 34.128373 ; likelihood: 363.485588
DEBUG: 528.289276 ; likelihood: 371.168693
DEBUG: 467.774337 ; likelihood: 376.607728
DEBUG: 102.278200 ; likelihood: 382.524805
DEBUG: 86.641428 ; likelihood: 387.825948
DEBUG: 24.011270 ; likelihood: 390.232536
DEBUG: 238.227223 ; likelihood: 394.918969
DEBUG: 114.778477 ; likelihood: 400.228673
DEBUG: 15.806480 ; likelihood: 401.655012
DEBUG: 207.384156 ; likelihood: 404.108828
DEBUG: 64.122526 ; likelihood: 405.168097
DEBUG: 272.815186 ; likelihood: 411.960815
DEBUG: 111.942963 ; likelihood: 414.672028
DEBUG: 32.400381 ; likelihood: 417.846567
DEBUG: 21.012326 ; likelihood: 417.498711
DEBUG: 19.428569 ; likelihood: 418.946054
DEBUG: 219.180279 ; likelihood: 425.333317
DEBUG: 52.782956 ; likelihood: 428.593851
DEBUG: 103.358628 ; likelihood: 432.864446
DEBUG: 119.920319 ; likelihood: 437.565110
DEBUG: 136.118103 ; likelihood: 441.962925
DEBUG: 936.398944 ; likelihood: 450.402233
DEBUG: 448.870512 ; likelihood: 455.560961
DEBUG: 474.682784 ; likelihood: 6.887366
DEBUG: 221.903482 ; likelihood: 11.493295
DEBUG: 724.014274 ; likelihood: 18.454936
DEBUG: 144.076450 ; likelihood: 23.254030
DEBUG: 360.102913 ; likelihood: 29.469262
DEBUG: 327.582761 ; likelihood: 35.880076
DEBUG: 87.817782 ; likelihood: 40.743995
DEBUG: 577.671794 ; likelihood: 46.236623
DEBUG: 947.097357 ; likelihood: 52.540740
DEBUG: 89.354796 ; likelihood: 55.201237
DEBUG: 485.846952 ; likelihood: 61.297079
DEBUG: 287.530497 ; likelihood: 65.409929
DEBUG: 61.353169 ; likelihood: 66.522660
DEBUG: 282.522584 ; likelihood: 70.486250
DEBUG: 11.607636 ; likelihood: 72.442882
DEBUG: 186.344249 ; likelihood: 78.355444
DEBUG: 110.207688 ; likelihood: 79.958762
DEBUG: 70.437900 ; likelihood: 83.000133
DEBUG: 459.811692 ; likelihood: 89.131788
DEBUG: 482.981130 ; likelihood: 95.060002
DEBUG: 133.230401 ; likelihood: 99.647646
DEBUG: 133.727849 ; likelihood: 104.608282
DEBUG: 95.573779 ; likelihood: 107.973474
DEBUG: 1971.765507 ; likelihood: 114.363017
DEBUG: 331.846540 ; likelihood: 119.037552
DEBUG: 144.838764 ; likelihood: 123.727038
DEBUG: 573.473951 ; likelihood: 127.228002
DEBUG: 350.672424 ; likelihood: 130.530085
DEBUG: 30.446514 ; likelihood: 133.141916
DEBUG: 77.329423 ; likelihood: 135.642008
DEBUG: 468.502110 ; likelihood: 142.077603
DEBUG: 2.273416 ; likelihood: 141.057377
DEBUG: 417.384095 ; likelihood: 145.767585
DEBUG: 142.574087 ; likelihood: 150.616072
DEBUG: 554.355818 ; likelihood: 155.593346
DEBUG: 38.919607 ; likelihood: 158.005591
DEBUG: 384.421233 ; likelihood: 163.636528
DEBUG: 649.692125 ; likelihood: 167.032696
DEBUG: 413.992667 ; likelihood: 173.912136
DEBUG: 100.562142 ; likelihood: 178.089517
DEBUG: 54.874049 ; likelihood: 182.319757
DEBUG: 1.451322 ; likelihood: 179.829619
DEBUG: 405.698529 ; likelihood: 186.090433
DEBUG: 38.420423 ; likelihood: 190.470886
DEBUG: 24.700013 ; likelihood: 192.921426
DEBUG: 5.769822 ; likelihood: 195.520582
DEBUG: 32.275066 ; likelihood: 195.466289
DEBUG: 13.996063 ; likelihood: 198.898411
DEBUG: 83.983123 ; likelihood: 202.824424
DEBUG: 181.161867 ; likelihood: 206.041287
DEBUG: 317.205255 ; likelihood: 211.749545
DEBUG: 130.889681 ; likelihood: 216.064886
DEBUG: 38.147614 ; likelihood: 218.606466
DEBUG: 180.505898 ; likelihood: 224.664613
DEBUG: 57.289262 ; likelihood: 229.145630
DEBUG: 133.356192 ; likelihood: 233.259919
DEBUG: 191.239517 ; likelihood: 237.804592
DEBUG: 151.909059 ; likelihood: 241.674442
DEBUG: 33.265516 ; likelihood: 244.964142
DEBUG: 43.371584 ; likelihood: 247.230307
DEBUG: 726.602901 ; likelihood: 252.114030
DEBUG: 29.722559 ; likelihood: 252.275339
DEBUG: 59.870313 ; likelihood: 254.562695
DEBUG: 729.887677 ; likelihood: 260.664625
DEBUG: 256.060141 ; likelihood: 265.573133
DEBUG: 243.434341 ; likelihood: 269.989988
DEBUG: 6.704625 ; likelihood: 273.096948
DEBUG: 354.859743 ; likelihood: 277.174884
DEBUG: 78.408669 ; likelihood: 280.060660
DEBUG: 16.954878 ; likelihood: 282.331115
DEBUG: 1277.414430 ; likelihood: 288.948242
DEBUG: 448.211639 ; likelihood: 294.659447
DEBUG: 491.572569 ; likelihood: 299.499204
DEBUG: 394.767307 ; likelihood: 306.545457
DEBUG: 418.061710 ; likelihood: 313.444613
DEBUG: 43.139680 ; likelihood: 317.418999
DEBUG: 20.877017 ; likelihood: 319.197889
DEBUG: 379.517129 ; likelihood: 323.972403
DEBUG: 140.254982 ; likelihood: 329.037271
DEBUG: 356.817833 ; likelihood: 329.298996
DEBUG: 25.227310 ; likelihood: 331.544386
DEBUG: 95.235067 ; likelihood: 333.965120
DEBUG: 89.285210 ; likelihood: 334.327686
DEBUG: 84.774999 ; likelihood: 338.470112
DEBUG: 68.595563 ; likelihood: 341.761971
DEBUG: 882.462077 ; likelihood: 347.102398
DEBUG: 402.178474 ; likelihood: 353.462144
DEBUG: 332.902872 ; likelihood: 359.180617
DEBUG: 1249.983674 ; likelihood: 365.833678
DEBUG: 216.986124 ; likelihood: 371.597719
DEBUG: 126.864093 ; likelihood: 376.597774
DEBUG: 179.497894 ; likelihood: 381.248151
DEBUG: 760.677564 ; likelihood: 386.520500
DEBUG: 341.132223 ; likelihood: 391.457470
DEBUG: 642.343960 ; likelihood: 397.364172
DEBUG: 114.141267 ; likelihood: 403.631062
DEBUG: 379.971592 ; likelihood: 409.568221
DEBUG: 29.529165 ; likelihood: 409.259279
DEBUG: 287.113261 ; likelihood: 414.134115
DEBUG: 219.367666 ; likelihood: 420.227632
DEBUG: 335.158739 ; likelihood: 5.470951
DEBUG: 23.134841 ; likelihood: 8.122134
DEBUG: 90.078166 ; likelihood: 13.034048
DEBUG: 16.860862 ; likelihood: 14.657250
DEBUG: 78.758540 ; likelihood: 18.941893
DEBUG: 8.521371 ; likelihood: 21.023517
DEBUG: 98.535869 ; likelihood: 25.270033
DEBUG: 15.082259 ; likelihood: 26.633364
DEBUG: 378.212955 ; likelihood: 32.928067
DEBUG: 236.958391 ; likelihood: 38.407947
DEBUG: 62.649047 ; likelihood: 43.391106
DEBUG: 281.487861 ; likelihood: 50.095015
DEBUG: 217.970689 ; likelihood: 55.743801
DEBUG: 996.145836 ; likelihood: 61.034722
DEBUG: 28.346124 ; likelihood: 64.064480
DEBUG: 14.038562 ; likelihood: 67.136280
DEBUG: 7.536593 ; likelihood: 67.148841
DEBUG: 79.559676 ; likelihood: 70.480107
DEBUG: 671.116505 ; likelihood: 75.959542
DEBUG: 232.051518 ; likelihood: 79.556145
DEBUG: 664.931614 ; likelihood: 85.928755
DEBUG: 402.045947 ; likelihood: 90.392057
DEBUG: 28.001730 ; likelihood: 94.220782
DEBUG: 156.847422 ; likelihood: 99.838940
DEBUG: 239.682739 ; likelihood: 106.771592
DEBUG: 178.045663 ; likelihood: 112.323066
DEBUG: 627.466007 ; likelihood: 116.408120
DEBUG: 353.225909 ; likelihood: 121.675506
DEBUG: 487.710287 ; likelihood: 127.992830
DEBUG: 264.052377 ; likelihood: 134.461902
DEBUG: 62.691355 ; likelihood: 138.651715
DEBUG: 342.154832 ; likelihood: 143.110147
DEBUG: 428.506709 ; likelihood: 150.211488
DEBUG: 209.403445 ; likelihood: 155.689971
DEBUG: 78.963558 ; likelihood: 157.515725
DEBUG: 500.938395 ; likelihood: 161.870294
DEBUG: 309.154229 ; likelihood: 167.467364
DEBUG: 117.869023 ; likelihood: 172.576450
DEBUG: 140.543539 ; likelihood: 177.879043
DEBUG: 248.996726 ; likelihood: 184.537984
DEBUG: 392.233320 ; likelihood: 187.441248
DEBUG: 364.780018 ; likelihood: 193.349385
DEBUG: 41.704289 ; likelihood: 196.505790
DEBUG: 17.018714 ; likelihood: 200.467572
DEBUG: 33.142130 ; likelihood: 204.046880
DEBUG: 577.339679 ; likelihood: 209.400346
DEBUG: 106.873011 ; likelihood: 213.889934
DEBUG: 215.469292 ; likelihood: 216.888453
DEBUG: 201.846359 ; likelihood: 219.206645
DEBUG: 420.186317 ; likelihood: 225.568448
DEBUG: 38.046810 ; likelihood: 229.111706
DEBUG: 635.861274 ; likelihood: 235.998938
DEBUG: 56.343661 ; likelihood: 238.688675
DEBUG: 222.006024 ; likelihood: 243.914883
DEBUG: 1330.643032 ; likelihood: 249.068007
DEBUG: 212.012223 ; likelihood: 254.714358
DEBUG: 52.315687 ; likelihood: 257.401963
DEBUG: 133.140985 ; likelihood: 261.274930
DEBUG: 321.564091 ; likelihood: 266.473064
DEBUG: 85.078069 ; likelihood: 271.346611
DEBUG: 27.349289 ; likelihood: 272.641583
DEBUG: 27.436198 ; likelihood: 275.292602
DEBUG: 335.052370 ; likelihood: 281.077051
DEBUG: 193.632957 ; likelihood: 284.826592
DEBUG: 316.953853 ; likelihood: 289.395992
DEBUG: 829.516086 ; likelihood: 296.576951
DEBUG: 560.659515 ; likelihood: 303.502094
DEBUG: 248.316589 ; likelihood: 305.777707
DEBUG: 19.865439 ; likelihood: 306.717627
DEBUG: 266.082708 ; likelihood: 309.478043
DEBUG: 79.463591 ; likelihood: 311.880397
DEBUG: 452.490770 ; likelihood: 317.356177
DEBUG: 134.160303 ; likelihood: 320.557235
DEBUG: 356.894201 ; likelihood: 323.469049
DEBUG: 260.081929 ; likelihood: 330.292113
